date,open,high,low,close,volume
2014-03-18,69.6057,70.4091,69.5131,70.3337,52411863
2014-03-19,70.4475,70.9743,70.016,70.3151,56188958
2014-03-20,70.1338,70.5018,69.7976,69.9763,52099537
2014-03-21,70.4038,70.6447,69.6626,70.5282,93612169
2014-03-24,71.2628,71.5381,70.8181,71.3647,88924871
2014-03-25,71.6705,72.233,71.4177,72.1324,70573356
2014-03-26,72.3349,72.6631,71.321,71.4428,74942224
2014-03-27,71.4739,71.6705,70.826,71.1357,55507676
2014-03-28,71.2496,71.3316,70.7109,71.0563,50141063
2014-03-31,71.37,71.5791,70.9332,71.0404,42167188
2014-04-01,71.1754,71.7194,71.0444,71.6903,50189685
2014-04-02,71.7869,71.9325,71.5063,71.8094,44792195
2014-04-03,71.6559,71.8028,71.1596,71.3118,40648111
2014-04-04,71.4468,71.4719,70.2251,70.3893,68812485
2014-04-07,69.8863,70.2675,69.075,69.2841,72462530
2014-04-08,69.5117,69.6348,68.6528,69.2801,60971883
2014-04-09,69.1742,70.2132,69.0922,70.1907,51542722
2014-04-10,70.2384,70.4448,69.2444,69.2854,59912818
2014-04-11,68.6925,69.1994,68.4463,68.7732,67975012
2014-04-14,69.0763,69.1107,68.4555,69.0472,51445177
2014-04-15,68.8605,69.0419,67.6773,68.5548,66622577
2014-04-16,68.5667,68.9691,68.0486,68.6938,53732994
2014-04-17,68.8248,69.8519,68.7189,69.4786,71106721
2014-04-21,69.5316,70.4316,69.3489,70.3032,45668931
2014-04-22,69.9247,70.39,69.6853,70.3732,50664453
2014-04-23,70.024,70.2979,69.4138,69.4535,98735259
2014-04-24,75.2057,75.4426,74.2157,75.1474,189978082
2014-04-25,74.7186,75.706,74.6432,75.6994,97568814
2014-04-28,75.8132,78.8507,75.7801,78.631,167371680
2014-04-29,78.5847,78.8812,78.0248,78.3981,84344673
2014-04-30,78.4391,79.3378,78.0632,78.1016,114220883
2014-05-01,78.3544,78.725,77.6079,78.2856,61052418
2014-05-02,78.3994,78.6456,78.0513,78.4312,47878572
2014-05-05,78.1082,79.5456,78.0897,79.5403,71766758
2014-05-06,79.6515,79.9969,78.6734,78.6734,93641373
2014-05-07,78.7846,79.0546,77.7892,78.3981,70715988
2014-05-08,77.9199,78.7358,77.6748,77.8854,57574363
2014-05-09,77.4284,77.6549,76.8708,77.5612,72899498
2014-05-12,77.8192,78.6365,77.8073,78.5265,53324677
2014-05-13,78.4166,78.753,78.2444,78.6497,39934594
2014-05-14,78.4735,79.1319,78.3821,78.6643,41600846
2014-05-15,78.7742,79.0259,77.892,77.9954,57711731
2014-05-16,77.9702,79.1491,77.5423,79.1464,69091834
2014-05-19,79.1915,80.4472,79.1226,80.0843,79439024
2014-05-20,80.0737,80.324,79.573,80.1002,58708986
2014-05-21,79.9836,80.3638,79.7491,80.3121,49249914
2014-05-22,80.3505,80.781,80.0194,80.4393,50218945
2014-05-23,80.4366,81.4273,80.3333,81.3479,58052491
2014-05-27,81.5797,82.9017,81.5466,82.8712,87216605
2014-05-28,82.9229,83.4276,82.6262,82.6566,78921885
2014-05-29,83.1653,84.3601,83.1547,84.1627,94118633
2014-05-30,84.5071,85.327,83.3044,83.8475,141005137
2014-06-02,83.9746,84.0899,82.4566,83.2713,92337903
2014-06-03,83.2461,84.6078,83.2183,84.4488,73231620
2014-06-04,84.4356,85.8198,84.2594,85.4131,83870521
2014-06-05,85.5959,86.0158,85.1204,85.7483,75951141
2014-06-06,86.086,86.2662,85.3668,85.5125,87620911
2014-06-09,85.9536,87.0477,85.0727,86.8808,75414804
2014-06-10,87.8359,88.1326,86.7603,87.3908,62777042
2014-06-11,87.2795,87.8637,86.6676,87.0292,45681114
2014-06-12,87.1961,87.2703,85.2118,85.5735,54748791
2014-06-13,85.49,85.7125,84.2661,84.637,54525280
2014-06-16,84.8502,86.0,84.7946,85.49,35561270
2014-06-17,85.592,85.9536,85.1191,85.3787,29726347
2014-06-18,85.5549,85.5735,84.7019,85.4715,33514108
2014-06-19,85.5735,85.5827,84.6916,85.1747,35527686
2014-06-20,85.1655,85.8145,84.2846,84.2939,100898066
2014-06-23,84.674,84.9522,84.0064,84.2197,43694391
2014-06-24,84.1455,85.0635,83.6263,83.7097,39036087
2014-06-25,83.6448,84.0992,83.1256,83.7839,36868541
2014-06-26,83.7932,84.4237,83.2647,84.2846,32629359
2014-06-27,84.2104,85.3046,84.1641,85.286,64028803
2014-06-30,85.3973,86.904,85.388,86.1669,49589028
2014-07-01,86.7139,87.2239,86.3523,86.7139,38223477
2014-07-02,87.0338,87.2146,86.3152,86.6768,28465073
2014-07-03,86.853,87.2517,86.4172,87.1868,22891753
2014-07-07,87.2888,89.0042,87.2517,88.9838,56467939
2014-07-08,89.2638,89.7552,87.0848,88.4108,65221678
2014-07-09,88.4942,88.9671,87.8637,88.4478,36436440
2014-07-10,86.9365,88.5962,86.7139,88.1187,39685552
2014-07-11,88.42,88.9115,87.9587,88.2902,34018228
2014-07-14,88.8836,89.8387,88.6889,89.4307,42810155
2014-07-15,89.7552,89.8016,88.114,88.3829,45696176
2014-07-16,89.9129,90.0334,87.8451,87.8822,53502415
2014-07-17,88.114,88.3449,85.8331,86.3151,57298243
2014-07-18,86.8067,87.8451,86.2503,87.5577,49987593
2014-07-21,88.077,88.0862,86.8994,87.1024,39079002
2014-07-22,87.7895,87.9842,87.2703,87.8266,55196597
2014-07-23,88.4757,90.7566,88.2439,90.1168,92917719
2014-07-24,89.9731,90.2374,89.4029,89.9685,45728843
2014-07-25,89.8016,90.7195,89.6069,90.5628,43469117
2014-07-28,90.701,92.0177,90.4506,91.8137,55317689
2014-07-29,92.1011,92.2031,91.0997,91.2202,43143095
2014-07-30,91.2759,91.517,90.5619,91.007,33010001
2014-07-31,90.089,90.3579,88.3922,88.6426,56842647
2014-08-01,87.9935,89.5883,87.9101,89.134,48511286
2014-08-04,89.3565,89.5512,88.2439,88.6333,39958144
2014-08-05,88.42,88.7167,87.4928,88.1975,55932663
2014-08-06,87.8544,88.5313,87.8173,88.0491,38558342
2014-08-07,88.4591,89.4096,87.6857,88.0398,46711179
2014-08-08,87.8348,88.3566,86.9216,88.2821,41865193
2014-08-11,88.7759,89.5307,88.371,89.4468,36584844
2014-08-12,89.4934,90.2762,89.0928,89.4282,33795352
2014-08-13,89.5959,90.6116,89.4934,90.6116,31866088
2014-08-14,90.6955,90.9191,90.2016,90.8539,28115566
2014-08-15,91.2267,91.4969,90.2575,91.3012,48951331
2014-08-18,91.7764,92.5965,91.3012,92.4008,47572413
2014-08-19,92.6337,93.8172,92.5499,93.6774,69399270
2014-08-20,93.5935,94.1992,93.1369,93.7147,52699192
2014-08-21,93.7147,94.0594,93.286,93.724,33478198
2014-08-22,93.4537,94.5533,93.3606,94.4135,44183834
2014-08-25,94.8515,95.2056,94.3763,94.6185,40270173
2014-08-26,94.5067,94.5813,93.9849,94.0119,33151984
2014-08-27,94.134,95.5783,93.8358,95.1683,52369011
2014-08-28,94.6651,95.774,94.6372,95.2801,68459801
2014-08-29,95.8486,95.8858,95.2335,95.5131,44595247
2014-09-02,96.0349,96.6686,95.7181,96.2586,53564262
2014-09-03,96.0722,96.1654,91.8603,92.1958,125420521
2014-09-04,92.1119,93.2674,91.1242,91.4317,85718221
2014-09-05,92.0653,92.6151,91.6087,92.2237,58457035
2014-09-08,92.5312,92.5405,91.3664,91.6553,46356742
2014-09-09,92.3262,96.0536,89.5866,91.3105,189846255
2014-09-10,91.3292,94.2178,91.0962,94.1153,100869587
2014-09-11,93.5656,94.5254,92.8294,94.516,62399743
2014-09-12,94.311,95.2242,94.1899,94.7304,64096903
2014-09-15,95.802,96.0256,94.5254,94.7024,61316516
2014-09-16,92.9971,94.3576,92.1492,93.9849,66908133
2014-09-17,94.3669,94.8608,93.7353,94.6558,60926498
2014-09-18,94.9819,95.3733,94.6372,94.8515,37299435
2014-09-19,95.3174,95.3733,94.0035,94.0781,70902406
2014-09-22,94.8608,95.1776,93.724,94.1713,52788426
2014-09-23,93.7426,95.9231,93.6867,95.6436,63402196
2014-09-24,95.1963,95.8392,94.3017,94.8142,60171828
2014-09-25,93.6587,93.8451,91.0589,91.1987,100091990
2014-09-26,91.8137,93.8824,91.6926,93.8824,62370501
2014-09-29,91.9255,93.5889,91.9069,93.286,49766312
2014-09-30,93.9383,94.6185,93.6774,93.8824,55264139
2014-10-01,93.7333,93.8265,91.9721,92.4194,51491286
2014-10-02,92.5033,93.3885,91.3571,93.0903,47757828
2014-10-03,92.6617,93.3792,92.2889,92.8294,43469585
2014-10-06,93.1369,93.7892,92.643,92.8294,37051182
2014-10-07,92.6524,93.2953,92.0001,92.0187,42094183
2014-10-08,92.028,94.2178,91.6087,93.929,57404674
2014-10-09,94.6185,95.4013,93.7519,94.134,77376525
2014-10-10,93.8265,95.0751,93.4631,93.8637,66331592
2014-10-13,94.4228,94.8422,93.0065,93.0065,53583368
2014-10-14,93.5469,93.6681,91.851,92.0187,63688562
2014-10-15,91.2919,92.3914,88.6921,90.8912,100933600
2014-10-16,89.0368,91.0589,88.9064,89.6984,72154523
2014-10-17,90.8539,92.2517,90.211,91.0123,68179688
2014-10-20,91.6134,93.1462,91.5248,92.9599,77517279
2014-10-21,95.9977,95.9977,94.3669,95.4851,94623904
2014-10-22,95.8299,97.0133,95.6063,95.9697,68263146
2014-10-23,96.9854,97.8902,96.5661,97.6843,71074674
2014-10-24,98.0104,98.2993,97.4047,98.0477,47053916
2014-10-27,97.7029,98.29,97.5631,97.9452,34187701
2014-10-28,98.2154,99.4641,98.1688,99.4641,48060949
2014-10-29,99.3802,100.0511,99.11,100.0232,52687879
2014-10-30,99.6681,100.0325,98.6813,99.6877,40654793
2014-10-31,100.6475,100.6755,99.902,100.6382,44639285
2014-11-03,100.8432,102.7814,100.6475,101.9428,52282550
2014-11-04,101.9055,102.0266,100.3773,101.1973,41574365
2014-11-05,101.6632,101.8496,100.7547,101.4396,37435905
2014-11-06,101.6361,101.8139,100.8874,101.7296,34968457
2014-11-07,101.7764,102.3099,101.5893,102.0198,33691535
2014-11-10,102.0291,102.3192,101.7016,101.8513,27195547
2014-11-11,101.7296,102.7123,101.4489,102.6655,27442252
2014-11-12,102.366,104.2846,102.3567,104.1161,46942431
2014-11-13,104.6309,106.175,104.4437,105.5854,59522855
2014-11-14,105.8943,106.8676,105.8007,106.8582,44063595
2014-11-17,106.9425,109.7595,106.0347,106.6804,46746712
2014-11-18,106.6336,108.2714,106.5868,108.0655,44223978
2014-11-19,108.0374,108.3182,106.5026,107.3168,41869160
2014-11-20,107.5414,109.3664,107.4853,108.8517,43395537
2014-11-21,109.9747,110.0309,108.5896,109.0014,57179298
2014-11-24,109.357,111.1539,109.1418,111.0182,47450824
2014-11-25,111.4347,112.0711,109.9185,110.0589,68840440
2014-11-26,110.3771,111.4627,110.2742,111.3692,40831886
2014-11-28,111.6218,111.7435,110.4801,111.3036,24814402
2014-12-01,111.1913,111.6031,104.1348,107.6912,83814037
2014-12-02,106.2218,108.3276,105.5199,107.2794,59348940
2014-12-03,108.3276,108.8891,107.7286,108.496,43063440
2014-12-04,108.3463,109.6846,107.8971,108.0842,42155776
2014-12-05,108.5522,108.6364,107.2887,107.6257,38318895
2014-12-08,106.7834,107.2962,104.4624,105.1924,57664850
2014-12-09,103.1241,106.9705,102.338,106.8021,60208036
2014-12-10,107.0735,107.4853,104.3875,104.7712,44565318
2014-12-11,105.0614,106.5026,104.2004,104.4624,41471578
2014-12-12,103.3768,104.6964,102.5532,102.6936,56028138
2014-12-15,103.6014,104.4437,99.5303,101.2851,67218082
2014-12-16,99.5491,103.096,99.4461,99.9,60790733
2014-12-17,100.251,102.7965,99.9702,102.3941,53411773
2014-12-18,104.6964,105.4263,103.564,105.4263,59006218
2014-12-19,105.0614,105.9785,104.4998,104.6121,88429770
2014-12-22,104.9678,106.2125,104.79,105.6978,45167549
2014-12-23,105.9692,106.0627,105.2485,105.3234,26028419
2014-12-24,105.3608,105.4825,104.8274,104.8274,14479611
2014-12-26,104.9116,107.1764,104.8274,106.6804,33720951
2014-12-29,106.4932,107.4104,106.409,106.6056,27598920
2014-12-30,106.3529,106.6149,104.921,105.3047,29881477
2014-12-31,105.5854,105.8756,103.1428,103.3019,41403351
2015-01-02,104.2471,104.2939,100.4662,102.3192,53204626
2015-01-05,101.3459,101.6828,98.6506,99.4367,64285491
2015-01-06,99.7082,100.5411,97.9206,99.4461,65797116
2015-01-07,100.3258,101.2617,99.8532,100.8406,40105934
2015-01-08,102.2257,104.9584,101.7296,104.7151,59364547
2015-01-09,105.4451,105.9879,103.1428,104.8274,53699527
2015-01-12,105.3796,105.4076,101.8232,102.2444,49650790
2015-01-13,104.2846,105.5667,101.9262,103.1522,67091928
2015-01-14,102.0478,103.4049,101.5425,102.7591,48956588
2015-01-15,102.9463,103.0024,99.8205,99.9702,60013996
2015-01-16,100.1667,100.6815,98.4541,99.1934,78513345
2015-01-20,100.9248,101.9792,99.6707,101.7484,49899907
2015-01-21,101.9636,103.9383,101.3272,102.5251,48575897
2015-01-22,103.1896,105.2579,102.6842,105.1924,53796409
2015-01-23,105.0988,106.4558,104.3782,105.7352,46464828
2015-01-26,106.4465,107.0291,105.5667,105.8475,55614979
2015-01-27,105.2111,105.2672,102.0385,102.1414,95568749
2015-01-28,110.0823,110.5456,107.9158,107.9158,146477063
2015-01-29,108.861,111.547,108.1497,111.2756,84436432
2015-01-30,110.8076,112.305,109.357,109.6471,83745461
2015-02-02,110.4801,111.5283,108.6364,111.0229,62739100
2015-02-03,110.9012,111.4534,110.0683,111.0416,51915749
2015-02-04,110.9012,112.7823,110.7225,111.8932,70149743
2015-02-05,112.767,112.9643,112.0436,112.6919,42246245
2015-02-06,112.767,112.9831,111.2919,111.7429,43706567
2015-02-09,111.3859,112.5979,111.2731,112.4852,38889797
2015-02-10,112.908,114.7683,112.8986,114.6462,62008506
2015-02-11,115.3509,117.3709,115.0972,117.3333,73561797
2015-02-12,118.442,119.7762,117.9816,118.8179,74474466
2015-02-13,119.5883,119.5883,118.0568,119.4004,54272219
2015-02-17,119.7856,121.0916,119.2501,120.1051,63152405
2015-02-18,119.9125,120.9977,119.748,120.9366,44891737
2015-02-19,120.7158,121.2325,120.5749,120.6876,37362381
2015-02-20,120.8473,121.6741,120.3118,121.6694,48948419
2015-02-23,122.1627,124.9626,121.8245,124.9626,70974110
2015-02-24,124.9063,125.5264,123.2432,124.1828,69228130
2015-02-25,123.6097,123.6472,120.4057,121.0071,74711746
2015-02-26,121.0024,122.9614,118.9588,122.5339,91287529
2015-02-27,122.1439,122.6795,120.4903,120.697,62014847
2015-03-02,121.4393,122.407,120.5467,121.2889,48096663
2015-03-03,121.1668,121.6929,120.3494,121.5426,37816283
2015-03-04,121.2983,121.7305,120.5655,120.7722,31666340
2015-03-05,120.8097,120.9695,118.1602,118.7709,56517146
2015-03-06,120.6406,121.552,118.6299,118.9494,72842060
2015-03-09,120.2272,121.7399,117.5025,119.4568,88528487
2015-03-10,118.7709,119.5319,116.3186,116.9857,68856582
2015-03-11,117.2112,117.23,114.7307,114.8529,68938974
2015-03-12,114.9186,117.3521,114.2797,116.9293,48362719
2015-03-13,116.8823,117.8173,115.1723,116.1213,51827283
2015-03-16,116.3938,117.3991,115.4448,117.3991,35874300
2015-03-17,118.2917,119.6259,118.0568,119.3628,51023104
2015-03-18,119.3252,121.3547,118.7333,120.7064,65270945
2015-03-19,120.9695,121.4346,119.7011,119.7903,45809490
2015-03-20,120.4997,120.6406,117.5964,118.2917,68695136
2015-03-23,119.438,120.1239,118.8742,119.5225,37709674
2015-03-24,119.5413,120.3024,118.9118,119.034,32842304
2015-03-25,118.893,119.1561,115.924,115.924,51655177
2015-03-26,115.3415,117.3333,115.1911,116.732,47572869
2015-03-27,117.0421,117.1642,115.4824,115.8018,39546151
2015-03-30,116.5535,118.7615,116.5065,118.7333,47099670
2015-03-31,118.4702,118.846,116.8401,116.9105,42090553
2015-04-01,117.277,117.5588,115.6609,116.7414,40621437
2015-04-02,117.4743,117.9722,116.685,117.7468,32220131
2015-04-06,116.9481,119.8044,116.8166,119.6541,37193975
2015-04-07,119.9266,120.3792,118.3669,118.3951,35012268
2015-04-08,118.2447,118.7615,117.4179,118.0098,37329243
2015-04-09,118.2447,118.9306,117.1266,118.9118,32483974
2015-04-10,118.3387,119.5225,117.6904,119.4192,40187953
2015-04-13,120.6124,120.8003,118.9588,119.1843,36365123
2015-04-14,119.3252,119.5977,118.3011,118.6675,25524593
2015-04-15,118.7709,119.4474,118.3951,119.1185,28970419
2015-04-16,118.6487,119.4192,118.489,118.5454,28368987
2015-04-17,117.9629,118.5172,116.9387,117.2112,51957046
2015-04-20,117.9816,120.3775,117.6058,119.889,47054310
2015-04-21,120.3588,120.4527,119.0152,119.2407,32435057
2015-04-22,119.3158,121.0822,118.6863,120.8473,37654505
2015-04-23,120.5467,122.5386,120.3963,121.8339,45770902
2015-04-24,122.6043,122.7359,121.4205,122.407,44525905
2015-04-27,124.3143,125.0848,123.2244,124.6338,96954207
2015-04-28,126.3297,126.4096,121.7399,122.6701,118923970
2015-04-29,122.2943,123.6378,120.5467,120.8661,63386083
2015-04-30,119.795,120.152,117.0515,117.587,83195423
2015-05-01,118.4796,122.2661,117.728,121.1574,58512638
2015-05-04,121.6741,122.6795,120.5091,120.9225,50988278
2015-05-05,120.4057,120.6874,118.179,118.1977,49271416
2015-05-06,118.9118,119.0903,115.9052,117.4555,72141010
2015-05-07,117.7197,118.9557,117.0121,118.182,43940895
2015-05-08,119.5218,120.4087,118.984,120.4087,55550382
2015-05-11,120.1917,120.352,118.5264,119.1821,42035757
2015-05-12,118.5028,119.7105,117.7669,118.7528,48160032
2015-05-13,119.0217,120.003,118.7575,118.8896,34694235
2015-05-14,120.2105,121.6635,119.9746,121.6635,45203456
2015-05-15,121.7767,122.173,120.9653,121.4937,38208034
2015-05-18,121.1257,123.3335,121.1068,122.8334,50882918
2015-05-19,123.3052,123.4844,122.3145,122.7202,44633240
2015-05-20,122.6542,123.5788,122.0315,122.7108,36454932
2015-05-21,122.7202,124.1921,122.4938,123.9656,39730364
2015-05-22,124.1638,125.4563,123.9751,125.0506,45595972
2015-05-26,125.1073,125.3997,121.8239,122.2956,70697560
2015-05-27,122.975,124.7865,122.7013,124.5836,45833246
2015-05-28,124.4091,124.494,123.692,124.3336,30733309
2015-05-29,123.8147,124.0222,122.5598,122.9184,50884452
2015-06-01,123.7864,123.9656,122.7013,123.1589,32112797
2015-06-02,122.5221,123.2722,122.0126,122.6164,33667627
2015-06-03,123.2769,123.5411,122.5598,122.7674,30983542
2015-06-04,122.2579,123.2014,121.6258,122.0503,38450118
2015-06-05,122.1824,122.3617,121.1068,121.3805,35626800
2015-06-08,121.6163,121.9088,119.6633,120.5785,52674786
2015-06-09,119.5406,120.8427,118.5217,120.22,56075420
2015-06-10,120.6917,122.0315,120.6257,121.5975,39087250
2015-06-11,121.8805,122.824,121.2153,121.3238,35390887
2015-06-12,120.9417,121.0785,119.9275,119.9841,36886246
2015-06-15,118.9745,120.0501,118.6066,119.7482,43988946
2015-06-16,119.852,120.6257,119.2293,120.3898,31494131
2015-06-17,120.503,120.654,119.5784,120.1067,32918071
2015-06-18,120.0407,121.0597,120.0313,120.654,35407220
2015-06-19,120.4936,120.5974,119.2576,119.4463,54716887
2015-06-22,120.286,120.8238,119.8992,120.3992,34039345
2015-06-23,120.2766,120.3992,119.7097,119.852,30268863
2015-06-24,120.0218,122.4655,119.9369,120.871,55280855
2015-06-25,121.5786,121.8994,120.2954,120.2954,31938100
2015-06-26,120.4558,120.7577,119.3614,119.5878,44066841
2015-06-29,118.3707,119.3236,117.4461,117.4933,49161427
2015-06-30,118.4745,118.9934,117.8046,118.3377,44370682
2015-07-01,119.7293,119.7671,118.8708,119.4463,30238811
2015-07-02,119.2859,119.5312,118.6632,119.2953,27210952
2015-07-06,117.8801,119.0972,117.7952,118.8802,28060431
2015-07-07,118.7764,119.0217,116.7762,118.5877,46946811
2015-07-08,117.4461,117.597,115.6157,115.644,60761614
2015-07-09,116.8517,117.0498,112.4833,113.2853,78595038
2015-07-10,115.0496,116.8517,114.3609,116.3139,61354474
2015-07-13,117.965,118.649,117.2951,118.5594,41440538
2015-07-14,118.9179,119.2293,117.9744,118.5122,31768139
2015-07-15,118.616,119.9652,118.4839,119.6539,33649200
2015-07-16,120.5219,121.305,120.1539,121.2484,36222447
2015-07-17,121.7862,122.2956,121.0597,122.2956,46164710
2015-07-20,123.5694,125.4563,123.3146,124.6072,58900203
2015-07-21,125.3431,125.4092,122.9561,123.3618,76756427
2015-07-22,115.0968,118.4085,115.0968,118.1443,115450607
2015-07-23,119.0689,119.9086,117.9933,118.0877,50999452
2015-07-24,118.2386,118.6349,116.8989,117.465,42162332
2015-07-27,116.1346,116.6252,115.2194,115.8327,44455540
2015-07-28,116.4082,116.9083,115.6251,116.4082,33618097
2015-07-29,116.1912,116.5215,115.361,116.0403,37011653
2015-07-30,115.4081,115.6439,114.8326,115.4553,33628268
2015-07-31,115.6723,115.7124,114.0778,114.4458,42884953
2015-08-03,114.6345,115.644,110.8794,111.7474,69975968
2015-08-04,110.785,111.0492,106.8507,108.1621,124138623
2015-08-05,106.5676,110.8039,105.7656,108.8792,99312613
2015-08-06,109.9122,110.4145,108.1541,109.1161,52903040
2015-08-07,108.5948,110.1776,108.519,109.4857,38670405
2015-08-10,110.443,113.7222,110.443,113.4663,54951597
2015-08-11,111.6561,112.0068,107.4101,107.5618,97082814
2015-08-12,106.6519,109.391,103.9034,109.2204,101685610
2015-08-13,109.9786,110.3198,108.5569,109.1351,48535789
2015-08-14,108.3484,110.2345,108.0546,109.9027,42929516
2015-08-17,109.9786,111.5045,109.4668,111.0401,40884745
2015-08-18,110.3482,111.3054,109.9501,110.4145,34560708
2015-08-19,110.0354,110.4335,108.6896,109.0024,48286510
2015-08-20,108.1209,108.3768,105.7989,106.7656,68501622
2015-08-21,104.6616,106.0548,100.1266,100.2355,128275471
2015-08-24,89.9144,103.1168,87.1943,97.7334,162206292
2015-08-25,105.3061,105.3061,98.0936,98.3211,103601599
2015-08-26,101.4913,104.1498,99.5626,103.9603,96774611
2015-08-27,106.3865,107.3248,104.273,107.0215,84616056
2015-08-28,106.3107,107.3912,105.7136,107.3722,53164407
2015-08-31,106.2728,108.5474,106.1496,106.8699,56229271
2015-09-01,104.4247,106.0359,101.752,102.0932,76845860
